"Number of pupils in each class at individual national school level, 2011/2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: The data contained in this sheet is sourced from the 2011/2012 Census of Primary Schools and refers to pupils in mainstream classes only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Class No. 1,Class No. 2,Class No. 3,Class No. 4,Class No. 5,Class No. 6,Class No. 7,Class No. 8,Class No. 9,Class No. 10,Class No. 11,Class No. 12,Class No. 13,Class No. 14,Class No. 15,Class No. 16,Class No. 17,Class No. 18,Class No. 19,Class No. 20,Class No. 21,Class No. 22,Class No. 23,Class No. 24,Class No. 25,Class No. 26,Class No. 27,Class No. 28,Class No. 29,Class No. 30,Class No. 31,Class No. 32,Class No. 33,Class No. 34,Class No. 35
COUNTY,RollNo,SCHOOL,ADDRESS1,ADDRESS2,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils
TIPPERARY S.R.,16725K,S N MHUIRE NA MBRAITHRE,CARRICK ON SUIR,CO TIPPERARY,29,25,27,27,26,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,16728Q,ST MARYS N S,IRISHTOWN,CLONMEL,19,16,33,30,29,28,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,16729S,ST PETER AND PAUL,CLONMEL,CO TIPPERARY,18,19,33,33,36,31,28,27,24,37,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,17114J,S N AN GHABHAILIN,CASHEL,CO TIPPERARY,31,25,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,17140K,S N BAILE SLUAGH,THURLES,CO TIPPERARY,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,17276M,SCOIL NA MBRAITHRE,TIPPERARY,CO TIPPERARY,26,21,24,29,22,28,27,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,17332T,ST MARYS PAROCHIAL SCHOOL,CLONMEL,CO. TIPPERARY.,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,17486A,S N CLEIREACHAIN,CLONMEL,CO TIPPERARY,23,29,19,22,24,23,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,17511T,S N BAILE AN IUBHAIR,THURLES,CO TIPPERARY,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,17542H,S N RATH CHAOMHGHIN,CLONMEL,CO TIPPERARY,27,28,24,15,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,17580P,S N GORT NA HUAIGHE,THURLES,CO TIPPERARY,27,28,19,17,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,17620B,S N ROIS MHOIR,CLONOULTY,GOOLDS CROSS,20,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,17621D,S N AN BHEALAIGH,CLONOULTY,GOOLDS CROSS,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,17665A,S N GLEANN GUAIL,THURLES,CO TIPPERARY,14,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,17694H,S N CHLUAININ,CLONMEL,CO TIPPERARY,22,15,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,17779P,POWERSTOWN N S,CLONMEL,CO TIPPERARY,25,24,28,29,31,31,27,23,27,30,29,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,17783G,S N CHUIRT DOIGHTE,CAHIR,CO TIPPERARY,31,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,17799V,S N NA HAILLE,AN MHOIN ARD,CO TIOBRAD ARANN,20,17,27,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,18062V,S N AN GRAINSEACH,CLONMEL,CO TIPPERARY,22,25,24,16,18,26,25,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,18085K,BALLYNEALE N S,CARRICK ON SUIR,CO TIPPERARY,18,20,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,18326G,S N NAOMH PADRAIG,CILL CHAIS,CLONMEL,35,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,18459C,SCOIL MHUIRE,CILL MHEANMAN,MULLINAHONE THURLES,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,18486F,S N CILL SIOLAIN,CILL SIOLAIN,CLONMEL,24,27,22,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,18501V,GRANGEMOCKLER NS,CARRICK ON SUIR,CO TIPPERARY,22,24,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,18512D,SCOIL PHROINSIAS NAOFA,GARRYSHANE,CO TIPPERARY,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,18528S,ANNACARTY N S,ANNACARTY,CO TIPPERARY,22,19,28,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,18538V,SCOIL MHUIRE,CAISLEAN NUA,CLONMEL,27,30,29,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,18582B,BALLYLOOBY N S,CAHIR,CO TIPPERARY,26,27,29,30,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,18716T,CAHIR B N S,CAHIR,CO TIPPERARY,23,31,25,31,18,18,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,19294B,LISVERNANE N S,GALBALLY,CO TIPPERARY,29,22,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,19305D,TANKERSTOWN N S,TANKERSTOWN,BANSHA,17,24,19,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,19356U,KILLENAULE N S,KILLENAULE,THURLES,22,26,21,30,30,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,19421F,KILROSS NS,KILROSS,CO TIPPERARY,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,19540N,CLOGHEEN CENTRAL N S,CLOGHEEN,CO TIPPERARY,20,20,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,19645E,ST OLIVER PLUNKETTS NS,HEYWOOD RD,CLONMEL,20,21,21,16,16,15,21,20,18,16,19,19,27,27,21,20,20,23,22,23,24,25,,,,,,,,,,,,,
TIPPERARY S.R.,19689B,BANSHA N S,BANSHA,CO TIPPERARY,24,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,19690J,CLONOULTY CENTRAL N S,GOOLDS CROSS,CO TIPPERARY,19,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,19692N,ST JOHN THE BAPTIST,OLD ROAD,CASHEL,23,24,27,22,22,31,31,34,37,35,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,19696V,CASHEL DEANERY,CASHEL,CO TIPPERARY,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,19879G,NAOMH PADRAIG  JUNIOR,DRANGAN,THURLES,24,23,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,19880O,NAOMH PADRAIG  SENIOR,DRANGAN,THURLES,21,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,20007C,GAELSCOIL CHLUAIN MEALA,"BAILE GAELACH,","CLUAIN MEALA,",27,28,30,29,28,22,24,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,20027I,GAELSCOIL THIOBRAID ARANN,MORGAISTE,BAILE THIOBRAID ARANN,20,20,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,20085W,GAELSCOIL CHARRAIG NA SIUIRE,C/O CARRICK UTD FOOTBALL CLUB,COOLNAMUCK ROAD,29,30,30,25,29,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,20129Q,SCOIL TEAMPALL TOINNE,BALLYPOREEN,CAHIR,30,22,29,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,20155R,ST JOHN THE BAPTIST BOYS SCHOOL,CASHEL,CO. TIPPERARY,34,31,33,25,28,25,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIPPERARY S.R.,20355C,Holy Trinity National School,Rocklow Road,Fethard,24,21,33,25,24,24,23,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD CITY,12007G,OUR LADY OF GOOD COUNSEL NS,FERRYBANK,WATERFORD,29,24,17,26,28,26,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD CITY,12535I,S N URSULA NAOFA,URSULINE CONVENT,WATERFORD,27,29,30,25,28,28,31,31,31,25,26,29,26,25,27,29,30,30,26,29,30,30,,,,,,,,,,,,,
WATERFORD CITY,15046I,ST STEPHENS N S,WATERFORD,CO WATERFORD,27,29,27,27,20,23,23,24,29,26,27,26,29,28,30,30,,,,,,,,,,,,,,,,,,,
WATERFORD CITY,16976M,S N DEAGLAN,PORTLAIRGE,CO WATERFORD,26,24,25,26,27,26,27,28,30,28,28,29,29,29,29,29,,,,,,,,,,,,,,,,,,,
WATERFORD CITY,17351A,S N NAOMH MHUIRE,BAILE MHIC GONAIR,PORTLAIRGE,26,25,26,28,27,27,29,28,28,27,28,26,25,27,26,26,27,27,30,30,28,28,27,,,,,,,,,,,,
WATERFORD CITY,18235D,S N MUIRE AN PORT MOR,PORTLAIRGE,CO WATERFORD,28,34,26,24,25,33,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD CITY,18462O,SCOIL LORCAIN BNS,BALLYTRUCKLE,WATERFORD,24,25,18,19,18,19,23,23,23,23,22,21,22,23,22,20,,,,,,,,,,,,,,,,,,,
WATERFORD CITY,18509O,AN TEAGHLAIGH NAOFA,CLOCHAR NA TROCAIRE,PORT LAIRGE,19,20,19,21,28,27,27,26,26,22,26,27,25,,,,,,,,,,,,,,,,,,,,,,
WATERFORD CITY,18681D,CHRIST CHURCH N S,LOWER NEWTOWN,WATERFORD,27,27,29,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD CITY,18689T,OUR LADY OF MERCY SENIOR P.S.,MILITARY ROAD,WATERFORD,23,26,25,27,27,26,25,27,26,22,23,21,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD CITY,18793O,SC NAOMH EOIN LE DIA,PASSAGE ROAD,WATERFORD,29,29,28,29,21,22,31,23,27,30,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD CITY,19511G,ST SAVIOURS NS,BALLYBEG,WATERFORD CITY,21,21,19,22,14,15,19,21,21,20,15,15,21,19,25,,,,,,,,,,,,,,,,,,,,
WATERFORD CITY,19853L,GAELSCOIL PHORT LAIRGE,BAILE MHIC GONAIR,PORT LAIRGE,30,29,26,26,28,24,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD CITY,19947U,MOUNT SION CBS N S,BARRACK STREET,WATERFORD,17,19,28,29,21,23,17,19,25,27,27,25,36,,,,,,,,,,,,,,,,,,,,,,
WATERFORD CITY,19955T,Presentation Primary School,Slievekeale Road,WATERFORD,18,19,18,28,28,25,24,22,25,23,22,24,20,23,23,23,28,27,,,,,,,,,,,,,,,,,
WATERFORD CITY,20050D,GAELSCOIL NA NDEISE,BOTHAR GRASTA DE,PORT LAIRGE,30,26,28,30,24,33,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD CITY,20143K,WATERPARK  N S,PARK ROAD,WATERFORD,29,30,27,30,29,28,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD CITY,20160K,WATERFORD EDUCATE TOGETHER NS,MORRISSONS AVENUE,TYCOR,25,26,30,27,29,29,23,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD CITY,20219R,ST PAULS B N S,LISDUGGAN,CO WATERFORD,26,25,18,19,24,26,18,19,20,19,22,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,01395H,AGLISH N S,CAPPOQUIN,CO WATERFORD,27,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,01711O,S N CILL ROSANTA,CILL MHIC THOMAIS,CO WATERFORD,27,29,31,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,01767S,S N NA CROISE NAOFA,STRADBALLY,KILMACTHOMAS,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,02889O,S N AN CHLAIS MHOR,CHLAIS MOR,CO WATERFORD,25,17,25,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,05548D,SN BAILE MHIC AIRT,BAILE MHIC AIRT,AN RINN,16,19,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,07441S,BALLYCURRANE N S,CLASHMORE,YOUGHAL,21,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,07737Q,VILLIERSTOWN N S,CAPPOQUIN,CO WATERFORD,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,11969N,CARRICKBEG N S,CARRICK ON SUIR,CO TIPPERARY,30,29,18,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,13020D,OUR LADY OF MERCY N S,STRADBALLY,CO WATERFORD,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,13635R,BALLYDUFF N S,KILMEADEN,CO WATERFORD,22,29,18,21,27,28,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,14164J,S N LIOS MOR MOCHUDA,LIOS MOR,CO WATERFORD,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,14568K,KILLEA BOYS N S,DUNMORE EAST,CO WATERFORD,24,30,27,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,14679T,S N BAILE BUILEARAIGH,BAILE BUILEARAIGH,CO WATERFORD,29,27,27,29,29,29,26,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,14989L,PASSAGE EAST N S,PASSAGE EAST,CO WATERFORD,27,23,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,15318P,GLENBEG N S,DUNGARVAN,CO WATERFORD,22,18,29,31,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,15540Q,BALLYDUFF B 2 N S,BALLYDUFF,CO WATERFORD,22,29,24,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,15963V,RATHGORMACK B N S,CARRICK ON SUIR,CO WATERFORD,19,18,27,29,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,16732H,SCOIL NAOMH SEOSAMH,DUNGARVAN,CO WATERFORD,23,21,17,23,26,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,16748W,S N NA CILLE,CILL MHIC THOMAIS FHINN,CO WATERFORD,23,25,31,35,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,16818R,SN NA LEANAI,AN RINN,DUN GARBHAN,20,15,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,16950R,S N AN CARRAIG LIATH,DUNGARBHAN,CO WATERFORD,21,32,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,17133N,S N AN BAILE NUA,CILL MHIC THOMAIS FHINN,CO WATERFORD,30,19,27,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,17159I,S N AN GARRAIN BHAIN,DUNGARBHAIN,CO WATERFORD,30,19,29,26,19,24,27,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,17295Q,S N NA RINNE,AN RINN,DUN GARBHAN,25,28,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,17522B,KNOCKANORE N S,KNOCKANORE,CO WATERFORD,18,25,20,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,17525H,Light of Christ National School,DUNMORE EAST,CO WATERFORD,24,28,21,19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,17535K,FIONNABHAIR N S,FIONNABHAIR,CO WATERFORD,18,15,28,28,20,27,33,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,17536M,S N DUN AILL,TRAMOR,CO WATERFORD,17,28,27,18,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,17570M,S N NA BHFIODH,CILL MHIC THOMAIS,CO WATERFORD,15,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,17643N,S N CILL BHRIAIN,BALLINAMULT,CLONMEL,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,17997C,ST MARYS N S GRANGE,GRANGE,YOUGHAL,19,28,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,18048E,S N NAOMH DEAGLAN,ARD MOR,CO PORTLAIRGE,22,25,24,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,18077L,S N CNOC MACHAN,BUN MACHAN,CO WATERFORD,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,18094L,S N DUN NA MAINISTREACH,DUNGARBHAN,CO WATERFORD,20,19,20,30,29,28,29,30,30,29,29,30,29,30,29,29,30,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,18108T,WHITECHURCH N S CEAPACH,CEAPACH,CO WATERFORD,23,26,30,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,18167M,S N AINE NFA SEAFIELD,BONMAHON,CO WATERFORD,24,,,17,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,18318H,S N NAOMH PARTHALAN,CIONN SAILE BEAG,YOUGHAL,21,17,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,18321T,S N MUIRE MAGH DEILGE,CEAPACH,CO WATERFORD,17,29,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,18380M,S N FAICHE LIAG,PORTLAIRGE,CO WATERFORD,21,30,27,22,29,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,18488J,SCOIL NAOMH GOBNAIT,CUL NA SMEAR,DUNGARBHAN,31,25,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,18779U,ST MARYS NS TOURANEENA,BALLINAMULT,CLONMEL,18,27,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,19345P,BALLYMACARBERRY N S,CLONMEL,CO TIPPERARY,26,25,20,28,26,31,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,19443P,CLONEA NS,CARRICK ON SUIR,CO TIPPERARY,19,22,27,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,19616U,SCOIL MHUIRE,TALLOW,CO WATERFORD,22,30,28,23,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,19629G,HOLY CROSS SCHOOL,BALLYCARNANE,TRAMORE,28,28,27,30,31,29,31,31,33,29,29,27,29,29,29,30,28,30,22,24,23,29,28,27,,,,,,,,,,,
WATERFORD COUNTY,19726E,STRADBALLY C. OF IRE. NS,STRADBALLY,CO WATERFORD,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,19814B,SCOIL GEARBHAIN,CLAIS NA LACHAN,DUN NA MAINISTREACH,30,21,24,31,25,28,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,19885B,GEALSCOIL PHILIB BARUN,TEACH REALT NA MARA,AN TRA MHOR,30,29,25,25,30,30,24,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,19953P,ST MARYS NS,DUNGARVAN,CO WATERFORD,21,19,22,22,22,16,15,18,14,15,26,29,29,29,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,19970P,PORTLAW N.S.,PORTLAW,CO WATERFORD,24,23,22,25,31,30,24,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,20076V,BUN SCOIL BHOTHAR NA NAOMH,LISMORE,CO WATERFORD,19,19,29,28,27,27,28,22,23,33,21,22,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,20116H,GLOR NA MARA NS,TRAMORE,CO WATERFORD,28,25,25,25,24,29,21,25,22,31,30,28,29,24,26,26,27,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,20157V,BUNSCOIL GLEANN SIDHEAIN,CAPPOQUIN,CO WATERFORD,22,32,34,25,25,23,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,20170N,SCOIL CHOILL MHIC THOMAISIN,KILMACTHOMAS,CO WATERFORD,22,23,27,27,33,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATERFORD COUNTY,20261Q,Newtown Junior School,Newtown School,Newtown,31,30,15,15,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,00934G,PRESENTATION CONVENT (JNR),MULLINGAR,CO WESTMEATH,24,25,25,25,26,24,24,25,23,23,22,22,22,28,29,,,,,,,,,,,,,,,,,,,,
WESTMEATH,00941D,S N BHRIDE,EMPER,BALLYNACARGY,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,01731U,BALLYNACARGY MIXED N S,BALLYNACARGY,CO WESTMEATH,12,24,18,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,02263S,CROWENSTOWN N S,CROWENSTOWN,DELVIN,19,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,03936C,S N AN CHUIL,AN CHUIL,MUILEANN CEARR,21,27,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,05513H,CASTLEPOLLARD MIXED N S,CASTLEPOLLARD,CO WESTMEATH,22,22,25,31,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,05916G,St. Anne's National School,TYRRELLPASS,CO WESTMEATH,27,16,22,20,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,07722D,ST PETERS N S SNR,ATHLONE,CO WESTMEATH,19,17,21,20,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,08037Q,TANG N S,TANG,BALLYMAHON,25,16,24,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,08100U,S N PHADRAIG,BAILE EAMAINN,KILLUCAN,11,23,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,10857U,CASTLEPOLLARD PAROC.N S,CASTLEPOLLARD,CO WESTMEATH,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,13571R,DRUMRANEY MIXED N S,DRUMRANEY,ATHLONE,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,14450K,ST FEIGHANS MXD N S,FORE,CASTLEPOLLARD,20,18,24,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,14603J,ROCHFORTBRIDGE CONVENT,ROCHFORTBRIDGE,CO WESTMEATH,29,22,26,27,26,28,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,15291V,STREAMSTOWN MIXED N S,STREAMSTOWN,CO WESTMEATH,32,28,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,15307K,DALYSTOWN N S,DALYSTOWN,MULLINGAR,31,30,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,15512L,ST BRIGID'S PRIMARY SCHOOL,AN BHUN SCOIL,CLOCHAR NA TROCAIRE,28,28,28,26,23,32,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,16092U,ATHLONE N S,Unit 5,Arcadia Centre,17,29,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,16304J,MILLTOWNPASS N S,MILLTOWNPASS,CO WESTMEATH,25,21,26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,16340N,BALLINAGORE MIXED N S,BALLINAGORE,MULLINGAR,24,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,16639R,SN DEAGHAN O CEALLAIGH,ATHLONE,CO WESTMEATH,15,13,21,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,16838A,ST. COLMCILLE'S N.S.,GAINSTOWN,MULLINGAR,29,27,28,23,29,21,29,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,16868J,BAILE NA GCEALLACH N S,COLLINSTOWN,MULLINGAR,24,11,33,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,16914N,BAILE COIREIL N S,BAILE COIREIL,MULLINGAR,22,24,18,30,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,16961W,KILCUMERAGH N S,KILCUMERAGH,MOTA,23,29,27,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,17025K,S N NA NDUN,MULLINGAR,CO WESTMEATH,21,21,26,27,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,17089N,CLUAIN MAOLAIN N S,CLUAIN MAOLAIN,AN UAIMH,22,24,29,30,30,31,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,17102C,CLUAIN BUINNE N S,CLUAIN BUINNE,ATHLONE,15,33,22,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTMEATH,17167H,BL OLIVER PLUNKETT N S,MOATE,CO WESTMEATH,21,26,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
